"","No","Type","Land_type","City_code","Prefecture","City_name","District_name","Closet_station","Min_closet_station","Price","Unit_price_py","Room_number","Area_mm2","Unit_price_mm2","Land_shape","open_length","Building_area_mm2","Year_built_Japanese1","Year_built_Japanese2","Building_structure","Usage","Future_usage","Front_road_direction","Front_road_type","Front_road_open_length","City_plan","Building_rate","Floor_area_ratio","Year_traded","Quarter_traded","Remodeled","Note","Year_built_JapanesetoWestern","Year_built_western","Age"
"239",738,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町","首里","15",33000000,1558441.55845714,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","20","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第１四半期","未改<U+88C5>",NA,1988,2008,11
"240",742,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町","首里","25",33000000,1454545.45456,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","23","ＲＣ","住宅","<U+305D><U+306E>他",NA,NA,NA,"第２種低層住居<U+5C02>用地域",60,200,"2018","第３四半期","未改<U+88C5>",NA,1988,2011,7
"241",754,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,19000000,837465.564746667,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","8","ＲＣ","住宅","住宅",NA,NA,NA,"第２種住居地域",60,200,"2020","第４四半期","未改<U+88C5>",NA,1988,1996,24
"242",759,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,8000000,528925.61984,"３ＬＤＫ","50",NA,NA,NA,NA,"昭和","59","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第４四半期","未改<U+88C5>",NA,1925,1984,35
"243",760,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,28000000,1424030.51495385,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","23","ＲＣ","住宅","住宅",NA,NA,NA,"第２種住居地域",60,200,"2019","第４四半期","未改<U+88C5>",NA,1988,2011,8
"244",762,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,32000000,1511216.05668571,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","20","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第３四半期","未改<U+88C5>",NA,1988,2008,11
"245",765,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,36000000,1133412.04251429,"４ＬＤＫ","105",NA,NA,NA,NA,"平成","17","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第１四半期","未改<U+88C5>",NA,1988,2005,14
"246",766,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,41000000,1594555.17745882,"４ＬＤＫ","85",NA,NA,NA,NA,"平成","20","ＳＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2018","第４四半期","未改<U+88C5>",NA,1988,2008,10
"247",776,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,25000000,1033057.85125,"３ＬＤＫ","80",NA,NA,NA,NA,"平成","17","ＲＣ","住宅","住宅",NA,NA,NA,"第２種中高層住居<U+5C02>用地域",60,200,"2018","第１四半期","未改<U+88C5>",NA,1988,2005,13
"248",784,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,27000000,1373172.28227692,NA,"65",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2017","第１四半期",NA,NA,0,NA,NA
"249",785,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,29000000,1278236.91461333,"３ＬＤＫ","75",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2017","第１四半期",NA,NA,0,NA,NA
"250",786,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,24000000,1220597.58424615,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","17","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2017","第１四半期","改<U+88C5><U+6E08>",NA,1988,2005,12
"251",787,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,35000000,1101928.37466667,"４ＬＤＫ","105",NA,NA,NA,NA,"平成","17","ＲＣ","住宅",NA,NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2017","第１四半期","改<U+88C5><U+6E08>",NA,1988,2005,12
"252",788,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里石嶺町",NA,NA,23000000,950413.22315,"３ＬＤＫ","80",NA,NA,NA,NA,"平成","17","ＲＣ","住宅","住宅",NA,NA,NA,"第２種住居地域",60,200,"2017","第１四半期",NA,NA,1988,2005,12
"253",789,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里大中町","儀保","7",18000000,991735.5372,"３ＬＤＫ","60",NA,NA,NA,NA,"昭和","61","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第４四半期","改<U+88C5><U+6E08>",NA,1925,1986,33
"254",790,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里大中町","儀保","7",20000000,1101928.37466667,"３ＬＤＫ","60",NA,NA,NA,NA,"昭和","61","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第２四半期","未改<U+88C5>",NA,1925,1986,33
"255",803,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里大名町","市立病院前(沖<U+7E04>)","11",15000000,826446.281,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","5","ＳＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",40,80,"2021","第１四半期","未改<U+88C5>",NA,1988,1993,28
"256",807,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里儀保町","儀保","3",26000000,1432506.88706667,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","6","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,200,"2021","第１四半期","未改<U+88C5>",NA,1988,1994,27
"257",813,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里金城町","首里","20",22000000,1118881.11889231,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","11","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2021","第１四半期","未改<U+88C5>",NA,1988,1999,22
"258",814,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里金城町","首里","16",7600000,837465.564746667,"１ＤＫ","30",NA,NA,NA,NA,"昭和","50","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2020","第１四半期","未改<U+88C5>",NA,1925,1975,45
"259",815,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里金城町","首里","14",12000000,881542.699733333,"１ＬＤＫ","45",NA,NA,NA,NA,"昭和","50","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2020","第１四半期",NA,NA,1925,1975,45
"260",816,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里金城町","首里","14",4000000,440771.349866667,"１ＤＫ","30",NA,NA,NA,NA,"昭和","50","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第３四半期","未改<U+88C5>",NA,1925,1975,44
"261",817,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里金城町","首里","13",16000000,813731.722830769,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","11","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第２四半期","未改<U+88C5>","調停<U+30FB>競<U+58F2>等",1988,1999,20
"262",819,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里金城町","首里","16",6500000,477502.295688889,"２ＤＫ","45",NA,NA,NA,NA,"昭和","50","ＲＣ","住宅","<U+305D><U+306E>他",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第１四半期","未改<U+88C5>",NA,1925,1975,44
"263",821,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里金城町","首里","14",11000000,484848.484853333,"３ＬＤＫ","75",NA,NA,NA,NA,"昭和","50","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2016","第４四半期","未改<U+88C5>",NA,1925,1975,41
"264",822,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里金城町","首里","12",18000000,743801.6529,"４ＬＤＫ","80",NA,NA,NA,NA,"平成","11","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2016","第３四半期","未改<U+88C5>",NA,1988,1999,17
"265",834,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里久場川町","首里","6",38000000,1674931.12949333,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","28","ＲＣ","住宅","住宅",NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2018","第３四半期","未改<U+88C5>",NA,1988,2016,2
"266",854,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里寒川町","<U+304A><U+3082><U+308D><U+307E><U+3061>","19",43000000,1496302.74033684,"２ＬＤＫ","95",NA,NA,NA,NA,"平成","19","ＲＣ","住宅","住宅",NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2016","第４四半期","未改<U+88C5>",NA,1988,2007,9
"267",855,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里寒川町","儀保","15",40000000,1763085.39946667,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","29","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2018","第４四半期","改<U+88C5><U+6E08>",NA,1988,2017,1
"268",872,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里末吉町","古島","6",9300000,614876.033064,"３ＤＫ","50",NA,NA,NA,NA,"昭和","51","ＲＣ","住宅","住宅",NA,NA,NA,"第１種住居地域",60,200,"2020","第４四半期","改<U+88C5><U+6E08>",NA,1925,1976,44
"269",873,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里末吉町","古島","8",100000,6611.570248,NA,"50",NA,NA,NA,NA,"昭和","51","ＲＣ","住宅","住宅",NA,NA,NA,"第１種住居地域",60,200,"2019","第４四半期","未改<U+88C5>","<U+95A2>係者間取引",1925,1976,43
"270",874,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里末吉町","古島","8",21000000,1068022.88621538,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","8","ＲＣ","住宅","住宅",NA,NA,NA,"第１種住居地域",60,200,"2018","第４四半期","未改<U+88C5>",NA,1988,1996,22
"271",876,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里末吉町","古島","4",11000000,727272.72728,"３ＬＤＫ","50",NA,NA,NA,NA,"昭和","51","ＲＣ","住宅","住宅",NA,NA,NA,"第１種住居地域",60,200,"2016","第４四半期","未改<U+88C5>",NA,1925,1976,40
"272",879,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里末吉町",NA,NA,3500000,231404.95868,"２ＬＤＫ","50",NA,NA,NA,NA,"昭和","51","ＲＣ","住宅","住宅",NA,NA,NA,"第１種住居地域",60,200,"2019","第１四半期","改<U+88C5><U+6E08>",NA,1925,1976,43
"273",880,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里末吉町",NA,NA,4000000,264462.80992,NA,"50",NA,NA,NA,NA,"昭和","51","ＲＣ","住宅","住宅",NA,NA,NA,"第１種住居地域",60,200,"2017","第３四半期",NA,NA,1925,1976,41
"274",881,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里末吉町",NA,NA,17000000,864589.955507692,NA,"65",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2017","第１四半期",NA,NA,0,NA,NA
"275",901,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里汀良町","首里","5",42000000,1983471.0744,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","28","ＲＣ","住宅","住宅",NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2018","第１四半期","未改<U+88C5>",NA,1988,2016,2
"276",906,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里汀良町","首里","6",11000000,606060.606066667,"２ＬＤＫ","60",NA,NA,NA,NA,"昭和","61","ＲＣ","住宅","住宅",NA,NA,NA,"準住居地域",60,200,"2017","第１四半期","未改<U+88C5>",NA,1925,1986,31
"277",922,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里鳥堀町","首里","3",35000000,1217920.83515789,"４ＬＤＫ","95",NA,NA,NA,NA,"平成","14","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2020","第１四半期","未改<U+88C5>",NA,1988,2002,18
"278",936,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里山川町","儀保","18",29000000,1369539.55137143,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","13","ＲＣ","住宅",NA,NA,NA,NA,"第２種住居地域",60,200,"2020","第２四半期","改<U+88C5><U+6E08>",NA,1988,2001,19
"279",937,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里山川町","儀保","11",15000000,991735.5372,"１ＬＤＫ","50",NA,NA,NA,NA,"昭和","63","ＳＲＣ","住宅","住宅",NA,NA,NA,"第２種住居地域",60,200,"2019","第４四半期","改<U+88C5><U+6E08>",NA,1925,1988,31
"280",938,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里山川町","儀保","9",27000000,1275088.54782857,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","12","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第２四半期","未改<U+88C5>",NA,1988,2000,19
"281",941,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里山川町","市立病院前(沖<U+7E04>)","16",5600000,925619.83472,"１Ｋ","20",NA,NA,NA,NA,"平成","2","ＲＣ","住宅","住宅",NA,NA,NA,"第２種住居地域",60,200,"2021","第１四半期","未改<U+88C5>",NA,1988,1990,31
"282",943,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里山川町","市立病院前(沖<U+7E04>)","13",20000000,1101928.37466667,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","12","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2019","第１四半期","未改<U+88C5>",NA,1988,2000,19
"283",945,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里山川町","市立病院前(沖<U+7E04>)","10",11000000,559440.559446154,"２ＬＤＫ","65",NA,NA,NA,NA,"平成","5","ＲＣ","住宅","住宅",NA,NA,NA,"第１種低層住居<U+5C02>用地域",50,100,"2016","第４四半期",NA,NA,1988,1993,23
"284",947,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","首里山川町",NA,NA,23000000,1267217.63086667,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","13","ＲＣ","住宅","住宅",NA,NA,NA,"第２種住居地域",60,200,"2019","第４四半期","未改<U+88C5>",NA,1988,2001,18
"285",957,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","楚<U+8FBA>","壺川","6",34000000,1605667.06022857,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","19","ＲＣ","住宅","住宅",NA,NA,NA,"第２種住居地域",60,200,"2020","第４四半期","未改<U+88C5>",NA,1988,2007,13
"286",967,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","楚<U+8FBA>","壺川","6",39000000,1719008.26448,"２ＬＤＫ","75",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅","住宅",NA,NA,NA,"第２種住居地域",60,200,"2016","第４四半期",NA,NA,0,NA,NA
"287",972,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字大道","安里","8",11000000,808080.808088889,"２ＤＫ","45",NA,NA,NA,NA,"昭和","60","ＲＣ","住宅","住宅",NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2020","第４四半期","未改<U+88C5>",NA,1925,1985,35
"288",973,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字大道","安里","9",22000000,1038961.03897143,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","5","ＲＣ","住宅","<U+305D><U+306E>他",NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2018","第４四半期","未改<U+88C5>",NA,1988,1993,25
"289",975,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字大道","安里","8",15000000,762873.490153846,"２ＬＤＫ","65",NA,NA,NA,NA,"昭和","60","ＲＣ","住宅","住宅",NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2018","第４四半期","未改<U+88C5>",NA,1925,1985,33
"290",981,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字大道","安里","6",12000000,881542.699733333,"２ＤＫ","45",NA,NA,NA,NA,"昭和","64","ＲＣ","住宅","住宅",NA,NA,NA,"第１種住居地域",60,200,"2016","第３四半期","改<U+88C5><U+6E08>",NA,1925,1989,27
"291",982,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字大道","安里","6",18000000,991735.5372,"２ＬＤＫ","60",NA,NA,NA,NA,"平成","6","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2016","第３四半期","改<U+88C5><U+6E08>",NA,1988,1994,22
"292",983,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字大道","<U+304A><U+3082><U+308D><U+307E><U+3061>","6",39000000,1983471.0744,"２ＬＤＫ","65",NA,NA,NA,NA,"平成","28","ＲＣ","住宅","住宅",NA,NA,NA,"第２種中高層住居<U+5C02>用地域",60,200,"2019","第１四半期","未改<U+88C5>",NA,1988,2016,3
"293",995,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","高良","赤嶺","15",13000000,716253.443533333,"３ＤＫ","60",NA,NA,NA,NA,"昭和","64","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,200,"2020","第１四半期","未改<U+88C5>",NA,1925,1989,31
"294",1003,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","高良","赤嶺","14",17000000,936639.118466667,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","7","ＲＣ","住宅","住宅",NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2016","第１四半期","未改<U+88C5>",NA,1988,1995,21
"295",1010,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","田原","小<U+7984>","4",40000000,1763085.39946667,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","24","ＲＣ","住宅","住宅",NA,NA,NA,"第２種中高層住居<U+5C02>用地域",60,200,"2020","第４四半期","未改<U+88C5>",NA,1988,2012,8
"296",1013,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","田原","小<U+7984>","3",25000000,972289.742352941,"４ＬＤＫ","85",NA,NA,NA,NA,"平成","2","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,200,"2017","第２四半期","改<U+88C5><U+6E08>",NA,1988,1990,27
"297",1030,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","壺川","壺川","3",28000000,1424030.51495385,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","12","ＲＣ","住宅","住宅",NA,NA,NA,"第２種住居地域",60,200,"2019","第４四半期","未改<U+88C5>",NA,1988,2000,19
"298",1031,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","壺川","壺川","3",44000000,1711229.94654118,"３ＬＤＫ","85",NA,NA,NA,NA,"平成","18","ＲＣ","住宅","住宅",NA,NA,NA,"準住居地域",60,200,"2019","第４四半期","改<U+88C5><U+6E08>",NA,1988,2006,13
"299",1033,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","壺川","壺川","6",31000000,1463990.55491429,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","20","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,300,"2019","第２四半期","未改<U+88C5>",NA,1988,2008,11
"300",1037,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","壺川","壺川","11",17000000,936639.118466667,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","7","ＲＣ","住宅","住宅",NA,NA,NA,"第１種住居地域",60,200,"2018","第１四半期","未改<U+88C5>",NA,1988,1995,23
"301",1042,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","壺川","壺川","6",25000000,1180637.54428571,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","20","ＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2016","第３四半期","未改<U+88C5>",NA,1988,2008,8
"302",1043,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","壺川","壺川","1",18000000,1983471.0744,"１ＤＫ","30",NA,NA,NA,NA,"平成","27","ＲＣ","住宅","住宅",NA,NA,NA,"商業地域",80,400,"2016","第３四半期","未改<U+88C5>",NA,1988,2015,1
"303",1044,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","壺川","壺川","8",19000000,738940.204188235,"４ＬＤＫ","85",NA,NA,NA,NA,"平成","10","ＲＣ","住宅","<U+305D><U+306E>他",NA,NA,NA,"第２種住居地域",60,200,"2016","第１四半期","未改<U+88C5>",NA,1988,1998,18
"304",1045,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","壺川","壺川","6",16000000,813731.722830769,"２ＬＤＫ","65",NA,NA,NA,NA,"平成","6","ＲＣ","住宅","住宅",NA,NA,NA,"第１種住居地域",60,200,"2016","第１四半期","未改<U+88C5>",NA,1988,1994,22
"305",1047,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","壺屋","安里","7",7000000,1157024.7934,"１Ｋ","20",NA,NA,NA,NA,"昭和","59","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,300,"2021","第１四半期","未改<U+88C5>",NA,1925,1984,37
"306",1060,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","壺屋","安里","4",19000000,897284.533657143,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","8","ＲＣ","住宅","住宅",NA,NA,NA,NA,NA,NA,"2017","第１四半期","未改<U+88C5>",NA,1988,1996,21
